sentence,entities,character_entities
"Stannis had never learned to soften his speech, to dissemble or flatter; he said what he thought, and those that did not like it could be damned.",['Stannis'],['Stannis']
“I knew you’d learn what Davos had to say soon enough.,['Davos'],['Davos']
"“I met Davos on the stair.”

",['Davos'],['Davos']
The bold ones have already declared for Renly.,['Renly'],['Renly']
"These lords are his sworn bannermen—”

“His,” Stannis broke in, “when by rights they should be mine.",['Stannis'],['Stannis']
I took it because Robert’s enemies were here and he commanded me to root them out.,['Robert'],['Robert']
And what was Robert’s thanks?,['Robert'],['Robert']
"Storm’s End belonged to House Baratheon for three hundred years; by rights it should have passed to me when Robert took the Iron Throne.”

","['House Baratheon', 'three hundred years', 'Robert']",['Robert']
"Here was the heart of his lord’s weakness; for Dragonstone, old and strong though it was, commanded the allegiance of only a handful of lesser lords, whose stony island holdings were too thinly peopled to yield up the men that Stannis needed.","['Dragonstone', 'Stannis']",['Stannis']
"“Robert did you an injustice,” Maester Cressen replied carefully, “yet he had sound reasons.","['Robert', 'Maester Cressen']",['Robert']
"He needed a man’s strength to rule here, and Renly was but a child.”

",['Renly'],['Renly']
"“He is a child still,” Stannis declared, his anger ringing loud in the empty hall, “a thieving child who thinks to snatch the crown off my brow.",['Stannis'],['Stannis']
"He sits in council and jests with Littlefinger, and at tourneys he dons his splendid suit of armor and allows himself to be knocked off his horse by a better man.",['Littlefinger'],['Littlefinger']
"That is the sum of my brother Renly, who thinks he ought to be a king.",['Renly'],['Renly']
"In that, as in so much else, Renly was like his brother Robert, and utterly unlike Stannis.

","['Renly', 'Robert', 'Stannis']","['Renly', 'Robert', 'Stannis']"
"“Your Grace,” Stannis repeated bitterly.","['Your Grace', 'Stannis']",['Stannis']
"“If you and your brother were to make common cause against them—”

“I will not treat with Renly,” Stannis answered in a tone that brooked no argument.","['Renly', 'Stannis']","['Renly', 'Stannis']"
"“A green boy,” said Stannis, “and another false king.",['Stannis'],['Stannis']
"Oh, Robert loved him, to be sure.",['Robert'],['Robert']
"I held Storm’s End for him, watching good men starve while Mace Tyrell and Paxter Redwyne feasted within sight of my walls.","['Storm’s End', 'Mace Tyrell', 'Paxter Redwyne']",['Mace']
Did Robert thank me?,['Robert'],['Robert']
"I built a fleet at Robert’s command, took Dragonstone in his name.",['Robert'],['Robert']
"No, he blamed me for letting Willem Darry steal away Viserys and the babe, as if I could have stopped it.","['Willem Darry', 'Viserys']",['Viserys']
"I sat on his council for fifteen years, helping Jon Arryn rule his realm while Robert drank and whored, but when Jon died, did my brother name me his Hand?","['fifteen years', 'Jon Arryn', 'Robert', 'Jon']","['Robert', 'Jon']"
"If you were to betroth Shireen to him—”

“The boy is weak and sickly,” Lord Stannis objected.","['Shireen', 'Stannis']","['Shireen', 'Stannis']"
"Service as a page might have done him good, but that damnable Lannister woman had Lord Arryn poisoned before it could be done, and now Lysa hides him in the Eyrie.","['Lannister', 'Lysa']",['Lysa']
"“Then you must send Shireen to the Eyrie,” the maester urged.",['Shireen'],['Shireen']
Stannis furrowed his brow in thought.,['Stannis'],['Stannis']
Lord Stannis scowled.,['Stannis'],['Stannis']
"“Lady Arryn owes you her allegiance, as do the Starks, your brother Renly, and all the rest.","['Lady Arryn', 'Starks', 'Renly']",['Renly']
"“Your god can keep his grace,” said Lord Stannis, who did not share his wife’s fervent new faith.",['Stannis'],['Stannis']
"Stannis had always been uncomfortable around women, even his own wife.",['Stannis'],['Stannis']
It was said that Stannis knew the strength of every house in the Seven Kingdoms.,"['Stannis', 'Seven']",['Stannis']
"The Florent lands lie too close to Highgarden for your lord uncle to risk Mace Tyrell’s wrath.”

","['Highgarden', 'Mace Tyrell']",['Mace']
"Stannis demanded again.

",['Stannis'],['Stannis']
"“The swords of Storm’s End and Highgarden for a start, and all their lords bannermen.”

“Davos would tell you different,” Stannis said.","['Storm’s End', 'Highgarden', 'Davos', 'Stannis']","['Davos', 'Stannis']"
"They love my charming young brother, as they once loved Robert . . .",['Robert'],['Robert']
"“Yes,” she answered, “but if Renly should die . . .”

",['Renly'],['Renly']
"Stannis looked at his lady with narrowed eyes, until Cressen could not hold his tongue.","['Stannis', 'Cressen']",['Stannis']
"Your Grace, whatever follies Renly has committed—”

“Follies?","['Renly', 'Follies']",['Renly']
Stannis turned back to his wife.,['Stannis'],['Stannis']
"How he might win half a kingdom if he goes to the Starks on his knees and sells our daughter to Lysa Arryn?”

“I have heard your counsel, Cressen,” Lord Stannis said.","['half', 'Starks', 'Lysa Arryn', 'Cressen', 'Stannis']","['Lysa', 'Stannis']"
"Robert, Stannis, Renly . . .","['Robert, Stannis', 'Renly']",['Renly']
"And this very night Lord Stannis would feast his bannermen, his lady wife . . .",['Stannis'],['Stannis']
"and the red woman, Melisandre of Asshai.

","['Melisandre', 'Asshai']",['Melisandre']
"He was always summoned for feasts, seated near the salt, close to Lord Stannis.",['Stannis'],['Stannis']
"Whatever he did, Robert had done first, and better.","['Robert', 'first']",['Robert']
"Here there was no loud laughter, no raucous shouting such as marred the dignity of other men’s feasts; Lord Stannis did not permit such.

",['Stannis'],['Stannis']
"“A man your age must look to where he steps,” Melisandre said courteously.",['Melisandre'],['Melisandre']
"“Now here is a riddle,” Melisandre said.",['Melisandre'],['Melisandre']
"It sounded so like Lord Stannis’s voice, but it could not be, it could not.",['Stannis'],['Stannis']
"Yes, loved you, better than Robert even, or Renly, for you were the one unloved, the one who needed me most.",['Robert'],['Robert']
Ser Davos rose from the bench.,['Davos'],['Davos']
"Lord Stannis turned away to say something to Melisandre, who had seated herself at his right hand, in the place of high honor.","['Stannis', 'Melisandre']","['Stannis', 'Melisandre']"
Patchface was capering about as the maester made his slow way around the table to Davos Seaworth.,"['Patchface', 'Davos Seaworth']",['Davos']
Ser Davos moved aside to make room on the bench.,['Davos'],['Davos']
"The red woman has seen victory in her flames, so Stannis means to press his claim, no matter what the numbers.",['Stannis'],['Stannis']
"Stannis turned from the red woman, but it was Lady Selyse who replied.","['Stannis', 'Lady Selyse']",['Stannis']
"“I make common cause with no one,” Stannis Baratheon said.

",['Stannis Baratheon'],['Stannis']
Stannis nodded.,['Stannis'],['Stannis']
If only he could somehow approach Melisandre unseen . . .,['Melisandre'],['Melisandre']
"“You are the rightful heir to your brother Robert, the true Lord of the Seven Kingdoms, and King of the Andals, the Rhoynar, and the First Men,” he said desperately, “but even so, you cannot hope to triumph without allies.”

","['Robert', 'Seven', 'King of the Andals', 'Rhoynar']",['Robert']
"The ruby at Melisandre’s throat caught the light as she turned her head, and for an instant it seemed to glow bright as the comet.",['Melisandre'],['Melisandre']
"Lord Stannis’s eyes were shadowed beneath his heavy brow, his mouth tight as his jaw worked silently.",['Stannis'],['Stannis']
"“You go too far, woman,” Lord Stannis said.",['Stannis'],['Stannis']
"Davos clutched at him as he left the bench, catching his sleeve with the fingers that Lord Stannis had shortened.","['Davos', 'Stannis']","['Davos', 'Stannis']"
"He shook off Davos’s hand, spilling a drop of wine on the rushes.

",['Davos'],['Davos']
"At Winterfell they had called her “Arya Horseface” and she’d thought nothing could be worse, but that was before the orphan boy Lommy Greenhands had named her “Lumpyhead.”

","['Winterfell', 'Lommy Greenhands']",['Lommy']
"When Yoren had dragged her into that alley she’d thought he meant to kill her, but the sour old man had only held her tight, sawing through her mats and tangles with his dagger.",['Yoren'],['Yoren']
"“I’m taking men and boys from the city,” Yoren growled as the sharp steel scraped at her head.",['Yoren'],['Yoren']
"The Lannister guardsmen on the gate were stopping everyone, but Yoren called one by name and their wagons were waved through.","['Lannister', 'Yoren', 'one']",['Yoren']
No one spared Arya a glance.,['Arya'],['Arya']
"But she knew it wouldn’t, and anyhow Sansa was still in the city and would wash away too.",['Sansa'],['Sansa']
"When she remembered that, Arya decided to wish for Winterfell instead.

","['Arya', 'Winterfell']",['Arya']
"Yoren was wrong about the pissing, though.",['Yoren'],['Yoren']
That wasn’t the hardest part at all; Lommy Greenhands and Hot Pie were the hardest part.,['Lommy Greenhands'],['Lommy']
Yoren had plucked some from the streets with promises of food for their bellies and shoes for their feet.,['Yoren'],['Yoren']
"Yoren had taken grown men from the dungeons as well, thieves and poachers and rapers and the like.",['Yoren'],['Yoren']
"Teams of plow horses pulled the wagons, and Yoren had bought two coursers and a half-dozen donkeys for the boys.","['Yoren', 'two', 'a half-dozen']",['Yoren']
"She was two years younger than the youngest orphan, not to mention smaller and skinnier, and Lommy and Hot Pie took her silence to mean she was scared, or stupid, or deaf.","['two years', 'Lommy']",['Lommy']
"“Look at that sword Lumpyhead’s got there,” Lommy said one morning as they made their plodding way past orchards and wheat fields.","['Lumpyhead', 'Lommy', 'one morning']",['Lommy']
"“Where’s a gutter rat like Lumpyhead get him a sword?”

Arya chewed her lip sullenly.","['Lumpyhead', 'Arya']",['Arya']
"She could see the back of Yoren’s faded black cloak up ahead of the wagons, but she was determined not to go crying to him for help.

",['Yoren'],['Yoren']
Arya hated them making fun of Needle.,"['Arya', 'Needle']",['Arya']
"“Lumpyhead,” corrected Lommy.",['Lommy'],['Lommy']
Jon Snow had given her Needle.,['Jon Snow'],['Jon']
"“If he stole it, we could take it off him,” said Hot Pie.",['Hot Pie'],['Hot']
Lommy egged him on.,['Lommy'],['Lommy']
"Yes I do, Arya could have said.",['Arya'],['Arya']
"Yoren didn’t know about the stableboy, but she was afraid of what he might do if he found out.",['Yoren'],['Yoren']
"Arya was pretty sure that some of the other men were killers too, the three in the manacles for sure, but the queen wasn’t looking for them, so it wasn’t the same.

","['Arya', 'three']",['Arya']
"“Look at him,” brayed Lommy Greenhands.",['Lommy Greenhands'],['Lommy']
"Lommy had named him the Bull, on account of this horned helm he had that he polished all the time but never wore.",['Lommy'],['Lommy']
Lommy didn’t dare mock the Bull.,['Lommy'],['Lommy']
"“You better give Hot Pie the sword, Arry,” Lommy said.","['Arry', 'Lommy']",['Lommy']
Arya slid her practice sword from her belt.,['Arya'],['Arya']
"“You can have this one,” she told Hot Pie, not wanting to fight.

",['Hot Pie'],['Hot']
"When Hot Pie began to wail, Arya whirled toward Lommy Greenhands, who was sitting on his donkey openmouthed.","['Arya', 'Lommy Greenhands']","['Arya', 'Lommy']"
"The Bull shouted, “Behind you,” and Arya spun.","['Bull', 'Arya']",['Arya']
Arya slid into a water dancer’s stance and waited.,['Arya'],['Arya']
"By the time Yoren pulled her off him, Hot Pie was sprawled out on the ground with his breeches brown and smelly, crying as Arya whapped him over and over and over.","['Yoren', 'Arya']","['Yoren', 'Arya']"
"When Lommy and some others started to squeal, the old man turned on them too.",['Lommy'],['Lommy']
"The fat one snapped his pointy teeth together and hissed, but Arya ignored him.

",['Arya'],['Arya']
"Sullenly, Arya did as he said.",['Arya'],['Arya']
"I won’t, Arya thought stubbornly, but when Yoren laid the wood against the back of her bare thighs, the shriek burst out of her anyway.","['Arya', 'Yoren']","['Arya', 'Yoren']"
"“Might be I got your attention now,” Yoren said.",['Yoren'],['Yoren']
"They’re not my brothers, Arya thought as she bent to yank up her breeches, but she knew better than to say so.",['Arya'],['Arya']
Yoren was looking at her.,['Yoren'],['Yoren']
"“You hurt?”

Calm as still water, she told herself, the way Syrio Forel had taught her.",['Syrio Forel'],['Syrio']
"It wasn’t him as killed your father, girl, nor that thieving Lommy neither.",['Lommy'],['Lommy']
"Only something went queer.”

“Joffrey,” Arya breathed.",['Joffrey'],['Joffrey']
Yoren tossed back her stick sword.,['Yoren'],['Yoren']
"Hot Pie was worse off; Yoren had to shift some barrels around so he could lie in the back of a wagon on some sacks of barley, and he whimpered every time the wheels hit a rock.",['Yoren'],['Yoren']
"Lommy Greenhands wasn’t even hurt, yet he stayed as far away from Arya as he could get.","['Lommy Greenhands', 'Arya']","['Lommy', 'Arya']"
"When Arya squinted the right way she could see the sword too, only it wasn’t a new sword, it was Ice, her father’s greatsword, all ripply Valyrian steel, and the red was Lord Eddard’s blood on the blade after Ser Ilyn the King’s Justice had cut off his head.","['Arya', 'Ice', 'Valyrian', 'Ser Ilyn', 'Justice']",['Arya']
"Yoren had made her look away when it happened, yet it seemed to her that the comet looked like Ice must have, after.

","['Yoren', 'Ice']",['Yoren']
"The kingsroad wound its way past Winterfell on its way to the Wall, and Yoren had promised he’d leave her there with no one any wiser about who she’d been.","['Winterfell', 'Yoren']",['Yoren']
but it was Jon Snow she thought of most.,['Jon Snow'],['Jon']
"She wished somehow they could come to the Wall before Winterfell, so Jon might muss up her hair and call her “little sister.”","['Winterfell', 'Jon']",['Jon']
Sansa was watching it from her tower window when Ser Arys Oakheart arrived to escort her down to the tourney grounds.,['Sansa'],['Sansa']
Doubtless that was what they told Joffrey; Sansa was not so sure.,"['Joffrey', 'Sansa']","['Joffrey', 'Sansa']"
"This comet is sent to herald Joffrey’s ascent to the throne, I have no doubt.",['Joffrey'],['Joffrey']
"Her mother was one of Joffrey’s enemies now, her brother Robb another.","['Joffrey', 'Robb']","['Joffrey', 'Robb']"
"The comet was red, but Joffrey was Baratheon as much as Lannister, and their sigil was a black stag on a golden field.","['Joffrey', 'Lannister']",['Joffrey']
Sansa closed the shutters and turned sharply away from the window.,['Sansa'],['Sansa']
"Knowing that Joffrey would require her to attend the tourney in his honor, Sansa had taken special care with her face and clothes.","['Joffrey', 'Sansa']","['Joffrey', 'Sansa']"
She wore a gown of pale purple silk and a moonstone hair net that had been a gift from Joffrey.,['Joffrey'],['Joffrey']
Those were Joffrey’s gifts as well.,['Joffrey'],['Joffrey']
"If she must have one of the Kingsguard dogging her steps, Sansa preferred that it be him.","['Kingsguard', 'Sansa']",['Sansa']
Once he even objected when Joffrey commanded him to hit her.,['Joffrey'],['Joffrey']
"He did hit her in the end, but not hard as Ser Meryn or Ser Boros might have, and at least he had argued.","['Meryn', 'Boros']",['Meryn']
"The last tourney had been different, Sansa reflected.",['Sansa'],['Sansa']
"Robert Baratheon was dead, and her father as well, beheaded for a traitor on the steps of the Great Sept of Baelor.","['Robert Baratheon', 'the Great Sept of Baelor']",['Robert']
"Sansa always felt safer when Cersei was there to restrain her son.

",['Cersei'],['Cersei']
"In the back of the royal box, Sandor Clegane stood at guard, his hands resting on his swordbelt.",['Sandor Clegane'],['The Hound']
"Princess Myrcella nodded a shy greeting at the sound of Sansa’s name, but plump little Prince Tommen jumped up eagerly.",['Sansa'],['Sansa']
"He reminded her of her own little brother, Bran.",['Bran'],['Bran']
"“I fear for the life of your foeman,” she told Tommen solemnly.

",['Tommen'],['Tommen']
Joffrey waved a curt dismissal while he studied Sansa from head to heels.,"['Joffrey', 'Sansa']","['Joffrey', 'Sansa']"
Sansa was relieved.,['Sansa'],['Sansa']
"For a moment Sansa was afraid he meant Robb.

",['Sansa'],['Sansa']
"Sansa kept her tone cool and polite, yet even so Joffrey’s eyes narrowed as he tried to decide whether she was mocking him.",['Joffrey'],['Joffrey']
"Why not?”

He had been the champion in her father’s tourney, Sansa remembered.",['Sansa'],['Sansa']
"Joffrey was fond of making men fight to the death.

",['Joffrey'],['Joffrey']
The king settled back in his seat and took Sansa’s hand.,['Sansa'],['Sansa']
"Ser Meryn entered from the west side of the yard, clad in gleaming white plate chased with gold and mounted on a milk-white charger with a flowing grey mane.",['Meryn'],['Meryn']
"The Redwyne twins were the queen’s unwilling guests, even as Sansa was.","['Redwyne', 'Sansa']",['Sansa']
She wondered whose notion it had been for them to ride in Joffrey’s tourney.,['Joffrey'],['Joffrey']
"But on their second pass Ser Meryn swung the point of his lance to strike Ser Hobber in the chest, driving him from the saddle to crash resoundingly to the earth.","['second', 'Meryn', 'Hobber', 'earth']",['Meryn']
"The lance was a knight’s weapon, Sansa knew, the Slynts lowborn.","['Sansa', 'Slynts']",['Sansa']
"Lord Janos had been no more than commander of the City Watch before Joffrey had raised him to Harrenhal and the council.

","['Janos', 'City Watch', 'Joffrey', 'Harrenhal']","['Janos', 'Joffrey']"
"When Joffrey proclaimed her father’s death, it had been Janos Slynt who seized Lord Eddard’s severed head by the hair and raised it on high for king and crowd to behold, while Sansa wept and screamed.

","['Joffrey', 'Janos Slynt', 'Sansa']","['Joffrey', 'Janos', 'Sansa']"
"Sansa was appalled, wondering if the gods had heard her vengeful prayer.",['Sansa'],['Sansa']
Joffrey curled his lip.,['Joffrey'],['Joffrey']
It made Sansa anxious.,['Sansa'],['Sansa']
"Finally a chestnut stallion trotted into view in a swirl of crimson and scarlet silks, but Ser Dontos was not on it.",['Dontos'],['Dontos']
"Catching his horse by the bridle, Ser Dontos tried to mount, but the animal would not stand still and the knight was so drunk that his bare foot kept missing the stirrup.

",['Dontos'],['Dontos']
"Joffrey had a look in his eyes that Sansa remembered well, the same look he’d had at the Great Sept of Baelor the day he pronounced death on Lord Eddard Stark.","['Joffrey', 'Sansa', 'the Great Sept of Baelor', 'the day']","['Joffrey', 'Sansa']"
"Finally Ser Dontos the Red gave it up for a bad job, sat down in the dirt, and removed his plumed helm.",['Dontos'],['Dontos']
Sansa heard herself gasp.,['Sansa'],['Sansa']
Joffrey turned his head.,['Joffrey'],['Joffrey']
"“What did you say?”

Sansa could not believe she had spoken.",['Sansa'],['Sansa']
"Ser Dontos was drunk and silly and useless, but he meant no harm.

",['Dontos'],['Dontos']
"Did you?”

“Please,” Sansa said, “I only meant . . .","['Please', 'Sansa']",['Sansa']
"“You’re lying,” Joffrey said.",['Joffrey'],['Joffrey']
Joffrey scowled.,['Joffrey'],['Joffrey']
"Unhappy, Joffrey shifted in his seat and flicked his fingers at Ser Dontos.","['Joffrey', 'Dontos']","['Joffrey', 'Dontos']"
"“He is,” Sansa said.",['Sansa'],['Sansa']
"“Did you hear my lady, Dontos?",['Dontos'],['Dontos']
"Ser Dontos, sobered by his near brush with death, crawled to his knees.",['Dontos'],['Dontos']
Joffrey was beaten.,['Joffrey'],['Joffrey']
"Master, bring out the quintain, Tommen wants to be a gnat.”

",['Tommen'],['Tommen']
"Tommen gave a shout of joy and ran off to be readied, his chubby little legs pumping hard.","['Tommen', 'chubby']",['Tommen']
"“Luck,” Sansa called to him.

",['Sansa'],['Sansa']
"Tommen’s opponent was a child-sized leather warrior stuffed with straw and mounted on a pivot, with a shield in one hand and a padded mace in the other.",['Tommen'],['Tommen']
"Joffrey’s father King Robert had worn antlers on his helm, Sansa remembered . . .","['Joffrey', 'King Robert', 'Sansa']","['Joffrey', 'Sansa']"
"but so did his uncle Lord Renly, Robert’s brother, who had turned traitor and crowned himself king.

","['Lord Renly', 'Robert']",['Robert']
"Lady Tanda and Lord Gyles started a ragged cheer, and Sansa added her voice to theirs.","['Lady Tanda', 'Sansa']",['Sansa']
"Tommen got his pony up to a brisk trot, waved his sword vigorously, and struck the knight’s shield a solid blow as he went by.",['Tommen'],['Tommen']
Sansa found herself possessed of a queer giddy courage.,['Sansa'],['Sansa']
"“Your brother might be hurt.”

Joffrey shrugged.",['Joffrey'],['Joffrey']
"If only Tommen were the elder instead of Joffrey, Sansa thought.","['Tommen', 'Joffrey']","['Tommen', 'Joffrey']"
"I wouldn’t mind marrying Tommen.

",['Tommen'],['Tommen']
"In their midst, riding on a tall red horse in a strange high saddle that cradled him back and front, was the queen’s dwarf brother Tyrion Lannister, the one they called the Imp.",['Tyrion Lannister'],['Tyrion']
"He held the reins in his left hand and carried his right arm in a white silk sling, but otherwise looked as grotesque as Sansa remembered from when he had visited Winterfell.","['Sansa', 'Winterfell']",['Sansa']
"Tommen’s breathless laughter echoed off the walls as Tyrion clapped him on the backplate, and Sansa was startled to see that the two were of a height.","['Tommen', 'Tyrion', 'Sansa', 'two']","['Tommen', 'Tyrion', 'Sansa']"
"When he lowered her back to the ground, the little man kissed her lightly on the brow and came waddling across the yard toward Joffrey.",['Joffrey'],['Joffrey']
"Tommen and Myrcella trailed after them.

",['Myrcella'],['Myrcella']
"“You,” Joffrey said.

",['Joffrey'],['Joffrey']
Sansa could not think of a word to say to him.,['Sansa'],['Sansa']
"It wasn’t the gods who’d been cruel, it was Joffrey.

",['Joffrey'],['Joffrey']
"“I am sorry for your loss as well, Joffrey,” the dwarf said.

",['Joffrey'],['Joffrey']
"“Is that what ‘they’ say, Your Grace?”

Joffrey frowned.",['Joffrey'],['Joffrey']
Sansa felt that she ought to say something.,['Sansa'],['Sansa']
What was it that Septa Mordane used to tell her?,['Septa Mordane'],['Mordane']
"Joffrey, where might I find your mother?”

“She’s with my council,” the king answered.",['Joffrey'],['Joffrey']
“Your brother Jaime keeps losing battles.”,['Jaime'],['Jaime']
"“Tommen, Myrcella, come.”

Sandor Clegane lingered behind a moment.","['Myrcella', 'Sandor Clegane']","['Myrcella', 'The Hound']"
Sansa was left with the dwarf and his monsters.,['Sansa'],['Sansa']
"“Is it grief for your lord father that makes you so sad?”

“My father was a traitor,” Sansa said at once.",['Sansa'],['Sansa']
"“I am loyal to my beloved Joffrey.”

",['Joffrey'],['Joffrey']
"Sansa watched him walk off, his body swaying heavily from side to side with every step, like something from a grotesquerie.",['Sansa'],['Sansa']
"He speaks more gently than Joffrey, she thought, but the queen spoke to me gently too.",['Joffrey'],['Joffrey']
"“Her Grace does not wish to be disturbed,” Ser Mandon repeated slowly, as if Tyrion were a dullard who had not heard him the first time.

","['Grace', 'Mandon', 'Tyrion', 'first']",['Tyrion']
"Jaime had once told him that Moore was the most dangerous of the Kingsguard—excepting himself, always—because his face gave no hint as what he might do next.","['Jaime', 'Moore', 'Kingsguard']",['Jaime']
"Bronn and Timett could likely kill the knight if it came to swords, but it would scarcely bode well if he began by slaying one of Joffrey’s protectors.","['Bronn', 'Timett', 'one', 'Joffrey']","['Bronn', 'Joffrey']"
And this is Bronn.,['Bronn'],['Bronn']
"“Knew,” Bronn corrected with a thin smile.

",['Bronn'],['Bronn']
"“Be that as it may,” Tyrion said lightly, “I truly must see my sister and present my letter, ser.",['Tyrion'],['Tyrion']
"Tyrion Lannister shouldered through the door, feeling almost tall.",['Tyrion Lannister'],['Tyrion']
"“You,” his sister Cersei said in a tone that was equal parts disbelief and distaste.

",['Cersei'],['Cersei']
“I can see where Joffrey learned his courtesies.”,['Joffrey'],['Joffrey']
The eunuch Varys took the letter and turned it in his delicate powdered hands.,['Varys'],['Varys']
Tyrion watched her read.,['Tyrion'],['Tyrion']
"His sister had taken the king’s seat for herself—he gathered Joffrey did not often trouble to attend council meetings, no more than Robert had—so Tyrion climbed up into the Hand’s chair.","['Joffrey', 'Robert', 'Tyrion', 'Hand']","['Joffrey', 'Robert', 'Tyrion']"
"He bids us accept Tyrion as the Hand of the King, until such time as he himself can join us.”

",['Tyrion'],['Tyrion']
Grand Maester Pycelle stroked his flowing white beard and nodded ponderously.,['Grand Maester Pycelle'],['Pycelle']
"Jowly, balding Janos Slynt looked rather like a frog, a smug frog who had gotten rather above himself.","['Jowly', 'Janos Slynt']",['Janos']
"As to you, Tyrion, you could better serve us on the field of battle.”

",['Tyrion'],['Tyrion']
"Compared to the hospitality I enjoyed in the Vale of Arryn, drums, horseshit, and fly bites are my favorite things.”

Littlefinger laughed.",['Littlefinger'],['Littlefinger']
"Tyrion smiled at him, remembering a certain dagger with a dragonbone hilt and a Valyrian steel blade.","['Tyrion', 'Valyrian']",['Tyrion']
"“What use will your few hundred men be if Renly marches on the city, or Stannis sails from Dragonstone?","['few hundred', 'Renly', 'Stannis', 'Dragonstone']","['Renly', 'Stannis']"
"Joffrey named our lord father.”

",['Joffrey'],['Joffrey']
"Not without Joff’s consent.”

“Lord Tywin is at Harrenhal with his host, if you’d care to take it up with him,” Tyrion said politely.","['Joff', 'Harrenhal', 'Tyrion']",['Tyrion']
"The woes of our troubled realm shall keep.”

Janos Slynt rose hesitantly and Grand Maester Pycelle ponderously, yet they rose.","['Janos Slynt', 'Grand Maester Pycelle']","['Janos', 'Pycelle']"
Littlefinger was the last.,['Littlefinger'],['Littlefinger']
