sentence,entities,character_entities
"If it was the Halfhand, Jon Snow might be with him, alive.

","['Halfhand', 'Jon Snow']",['Jon']
"Samwell Tarly stood shaking, his face the same color as the snow that swirled down all around them.",['Samwell'],['Samwell']
"JAIME

An east wind blew through his tangled hair, as soft and fragrant as Cersei’s fingers.",['Cersei'],['Cersei']
"After so long in darkness, the world was so sweet that Jaime Lannister felt dizzy.",['Jaime Lannister'],['Jaime']
Not that Jaime had ever seen her smiling.,['Jaime'],['Jaime']
He amused himself by picturing her in one of Cersei’s silken gowns in place of her studded leather jerkin.,['Cersei'],['Cersei']
"Jaime meant to find out, as soon as he rid himself of these fetters.

",['Jaime'],['Jaime']
"He’d been very drunk by then, thanks to Catelyn Stark.",['Catelyn Stark'],['Catelyn']
Jaime had long ago learned to snatch sleep in the saddle during a march.,['Jaime'],['Jaime']
"“You figure to row all the way to King’s Landing, wench?”

“You will call me Brienne.","['King’s Landing', 'Brienne']",['Brienne']
"Casterly Rock got the worst of that bargain, Jaime reflected.","['Casterly Rock', 'Jaime']",['Jaime']
"Lady Stark had promised him release if he delivered her message to Tyrion, and Ser Cleos had solemnly vowed to do so.

","['Lady Stark', 'Tyrion', 'Cleos']",['Tyrion']
"They’d all done a deal of vowing back in that cell, Jaime most of all.",['Jaime'],['Jaime']
"Not that Jaime was truly concerned about that fat fraud, or the gods he claimed to serve.",['Jaime'],['Jaime']
"She is putting her hope in Tyrion, not in me.",['Tyrion'],['Tyrion']
"“Tarth,” Jaime said.",['Jaime'],['Jaime']
"And she commanded me to deliver you safe to your brother Tyrion at King’s Landing, not to bandy words with you.",['Tyrion'],['Tyrion']
Jaime hooted.,['Jaime'],['Jaime']
All Jaime had wanted was an hour alone with Cersei.,"['an hour', 'Cersei']",['Cersei']
"Their journey north had been one long torment; seeing her every day, unable to touch her, knowing that Robert stumbled drunkenly into her bed every night in that great creaking wheelhouse.","['one', 'Robert', 'every night']",['Robert']
"“You will be courteous as concerns Cersei, wench,” he warned her.

",['Cersei'],['Cersei']
"“My name is Brienne, not wench.”

",['Brienne'],['Brienne']
"“What do you care what a monster calls you?”

“My name is Brienne,” she repeated, dogged as a hound.

",['Brienne'],['Brienne']
“Lady Brienne?”,['Brienne'],['Brienne']
She looked so uncomfortable that Jaime sensed a weakness.,['Jaime'],['Jaime']
“Or would Ser Brienne be more to your taste?”,['Brienne'],['Brienne']
"“Lady Brienne had those lies from Catelyn Stark, no doubt.","['Brienne', 'Catelyn Stark']","['Brienne', 'Catelyn']"
Jaime smiled knowingly.,['Jaime'],['Jaime']
"If truth be told, Jaime had come to rue heaving Brandon Stark out that window.","['Jaime', 'Brandon Stark']",['Jaime']
"“He was seven, Jaime,” she’d berated him.","['seven', 'Jaime']",['Jaime']
"“And then what do you imagine Robert will do?”

“Let Robert do as he pleases.","['Robert', 'Let Robert']",['Robert']
Brienne took the rudder.,['Brienne'],['Brienne']
"Jaime threw out the leeboard, his chains rattling as he moved.",['Jaime'],['Jaime']
Jaime turned to Ser Cleos.,['Jaime'],['Jaime']
“The realm knows Jaime Lannister as a beardless knight with long golden hair.,['Jaime Lannister'],['Jaime']
Jaime doused his head and made Ser Cleos whet the blade before he let him scrape away the last inch of yellow stubble.,"['Jaime', 'Cleos']",['Jaime']
I don’t look as much like Cersei this way.,['Cersei'],['Cersei']
"Birds flew overhead, or cried out from the trees along the shore, and Jaime glimpsed silvery fish knifing through the water.",['Jaime'],['Jaime']
"Brienne seemed to have a keen eye for the dangers, though, and always seemed to find the channel.",['Brienne'],['Brienne']
"When Jaime complimented her on her knowledge of the river, she looked at him suspiciously and said, “I do not know the river.",['Jaime'],['Jaime']
Jaime would welcome a good rain.,['Jaime'],['Jaime']
"Below, Jaime made out the smouldering remains of a large building, and a live oak full of dead women.

",['Jaime'],['Jaime']
"“This was not chivalrously done,” said Brienne when they were close enough to see it clearly.",['Brienne'],['Brienne']
"“No true knight would condone such wanton butchery.”

“True knights see worse every time they ride to war, wench,” said Jaime.",['Jaime'],['Jaime']
Brienne turned the rudder toward the shore.,['Brienne'],['Brienne']
"As Brienne lowered the sail, Jaime climbed out, clumsy in his chains.","['Brienne', 'Jaime']","['Brienne', 'Jaime']"
Brienne and Cleos dragged the skiff onto the bank.,"['Brienne', 'Cleos']",['Brienne']
"Jaime waded ashore, clanking.",['Jaime'],['Jaime']
Jaime left brothels and whores to his brother Tyrion; Cersei was the only woman he had ever wanted.,"['Jaime', 'Tyrion', 'Cersei']","['Jaime', 'Tyrion', 'Cersei']"
"“Or that wisp o’ the wood Beric Dondarrion, though I’d heard he kills only soldiers.",['Beric Dondarrion'],['Beric']
Jaime liked the sound of that not at all.,['Jaime'],['Jaime']
"“Brienne,” he said, granting her the courtesy of the name in the hopes that she might listen, “if Lord Bolton holds Harrenhal, both the Trident and the kingsroad are likely watched.”

","['Brienne', 'Bolton', 'Harrenhal', 'Trident']",['Brienne']
"We have no spades, and I will not use my sword, I—”

Brienne gave a shout.",['Brienne'],['Brienne']
Brienne shoved off with an oar and raised sail hurriedly.,['Brienne'],['Brienne']
"Brienne’s big mouth worked soundlessly, giving her the look of a cow chewing its cud.",['Brienne'],['Brienne']
The prospect of returning to his cell did not appeal to Jaime.,['Jaime'],['Jaime']
"Brienne said.

",['Brienne'],['Brienne']
"“That is a river galley coming after us,” Jaime announced after he’d watched for a while.",['Jaime'],['Jaime']
"“Unless the Lady Brienne would be so kind as to unshackle me?”

She ignored him, putting all her effort into her stroke.

",['Brienne'],['Brienne']
"“We had half a night’s start on them,” Jaime said.","['half a night', 'Jaime']",['Jaime']
"Jaime Lannister had never been afraid of death.

",['Jaime Lannister'],['Jaime']
Brienne broke off rowing.,['Brienne'],['Brienne']
"Metal glinted in their hands, and Jaime could see bows as well.",['Jaime'],['Jaime']
"When the boats were fifty yards apart, Jaime cupped his hands around his mouth and shouted back over the water.","['fifty yards', 'Jaime']",['Jaime']
"“Come to wish me godspeed, Ser Robin?”

“Come to take you back, Kingslayer,” Ser Robin Ryger bellowed.","['Robin', 'Kingslayer', 'Robin Ryger']",['Robin']
Ser Robin was unamused.,['Robin'],['Robin']
"Jaime told him, for all the good it did.",['Jaime'],['Jaime']
"“Catelyn Stark does not rule in Riverrun,” Ser Robin shouted back.","['Catelyn Stark', 'Riverrun', 'Robin']","['Catelyn', 'Robin']"
"One thudded into the mast, two pierced the sail, and the fourth missed Jaime by a foot.

","['One', 'two', 'fourth', 'Jaime']",['Jaime']
Brienne angled the skiff across the bend.,['Brienne'],['Brienne']
"Brienne moved the tiller and the skiff sheared left, sail rippling.",['Brienne'],['Brienne']
Jaime watched her eyes.,['Jaime'],['Jaime']
Ser Cleos shoved the oar into Jaime’s hand and scrambled aft.,['Jaime'],['Jaime']
"A few moments’ respite from the arrows, Jaime thought, pushing them off a half-submerged boulder.

","['A few moments', 'Jaime', 'half']",['Jaime']
"He heard a soft splash, and when he glanced around, Brienne was gone.",['Brienne'],['Brienne']
"The motion of the two boats was giving the archers difficulty, but Jaime knew they’d soon enough learn to compensate.","['two', 'Jaime']",['Jaime']
"Brienne was halfway up the cliff face, pulling herself from handhold to handhold.",['Brienne'],['Brienne']
Jaime decided to see if the old man’s pride would make him stupid.,['Jaime'],['Jaime']
"“Ser Robin,” he shouted, “hear me for a moment.”

",['Robin'],['Robin']
"Ser Robin raised a hand, and his archers lowered their bows.",['Robin'],['Robin']
"The skiff swung through a litter of broken stones as Jaime called out, “I know a better way to settle this—single combat.",['Jaime'],['Jaime']
Ser Robin shouted in dismay.,['Robin'],['Robin']
"By the time they emerged from the cutoff, the galley was foundering amongst pools, eddies, and snags, and Jaime Lannister had decided that the gods were good.",['Jaime Lannister'],['Jaime']
"Ser Robin and his thrice-damned archers would have a long wet walk back to Riverrun, and he was rid of the big homely wench as well.","['Robin', 'Riverrun']",['Robin']
"When Jaime looked up, Brienne was lumbering along the clifftop well ahead of them, having cut across a finger of land while they were following the bend in the river.","['Jaime', 'Brienne']","['Jaime', 'Brienne']"
"Thankfully, Jaime still had his oar.",['Jaime'],['Jaime']
"Brienne grabbed hold, and Jaime pulled her in.","['Brienne', 'Jaime']","['Brienne', 'Jaime']"
"He had been a squire when Catelyn was born, a knight when she learned to walk and ride and swim, master-at-arms by the day that she was wed.","['Catelyn', 'the day']",['Catelyn']
"They have given their lives to my father’s service, and I have repaid them with disgrace, Catelyn thought wearily.

",['Catelyn'],['Catelyn']
"“I did,” Catelyn said firmly.",['Catelyn'],['Catelyn']
"If you fail to punish me, men will believe that we connived together to free Jaime Lannister.",['Jaime Lannister'],['Jaime']
"Her brother was no lord while their father lived, but Catelyn did not correct him.",['Catelyn'],['Catelyn']
Catelyn had expected no less.,['Catelyn'],['Catelyn']
"May the Warrior give strength to your sword arm, Brienne, she prayed.","['Warrior', 'Brienne']",['Brienne']
Lord Hoster was sleeping when Catelyn entered.,"['Hoster', 'Catelyn']",['Catelyn']
"If a striped sail comes from the east, it will be Ser Robin returning.",['Robin'],['Robin']
"Catelyn could not say if Lord Hoster knew that she was there, or if her presence brought him any comfort, but it gave her solace to be with him.","['Catelyn', 'Hoster']",['Catelyn']
"Would you have done as I did, if it were Lysa and me in the hands of our enemies?",['Lysa'],['Lysa']
"It reminded her of the sons that she had lost, her sweet Bran and her little Rickon, slain at the hand of Theon Greyjoy, who had been Ned’s ward.","['Bran', 'Rickon', 'Theon Greyjoy', 'Ned']","['Bran', 'Rickon', 'Theon', 'Ned']"
"She still grieved for Ned, she would always grieve for Ned, but to have her babies taken as well . . .","['Ned', 'Ned']","['Ned', 'Ned']"
"Catelyn had grown accustomed to him taking her for her mother or her sister Lysa, but Tansy was a name strange to her.","['Catelyn', 'Lysa', 'Tansy']","['Catelyn', 'Lysa']"
"“It’s Catelyn,” she said.",['Catelyn'],['Catelyn']
Catelyn thought.,['Catelyn'],['Catelyn']
Has he forgotten that Ned is gone?,['Ned'],['Ned']
"Is he still talking to Tansy, or is it me now, or Lysa, or Mother?

When he coughed, the sputum came up bloody.","['Tansy', 'Lysa']",['Lysa']
"Catelyn had been gone from Riverrun for a very long time.

","['Catelyn', 'Riverrun']",['Catelyn']
"“Her name was Violet,” said Catelyn, who remembered the old woman very well.

","['Violet', 'Catelyn']",['Catelyn']
"Catelyn could not blame Ser Desmond; she had given him small reason to trust her, and no doubt he feared that she might use the loyalty that many of the folk of Riverrun would still feel toward their lord’s daughter to work some further mischief.","['Catelyn', 'Desmond', 'Riverrun']",['Catelyn']
"Catelyn shaded her eyes against the glare, searching for a distant sail, dreading the sight of one.",['Catelyn'],['Catelyn']
"Maester Vyman returned at evenfall to minister to Lord Tully and bring Catelyn a modest supper of bread, cheese, and boiled beef with horseradish.","['Maester Vyman', 'Catelyn']",['Catelyn']
"“Was it news of Robb?”

He hesitated.",['Robb'],['Robb']
"Gathering up his potions, Vyman made a hurried exit, and once again Catelyn was left alone with her father.","['Vyman', 'Catelyn']",['Catelyn']
Catelyn took a square of linen and wiped it away gently.,['Catelyn'],['Catelyn']
"Father, who was this woman, and what did you do to her that needs so much forgiveness?

That night Catelyn slept fitfully, haunted by formless dreams of her children, the lost and the dead.",['Catelyn'],['Catelyn']
"Her brother Edmure, yes; it would not have surprised her to learn that Edmure had a dozen natural children.","['Edmure', 'a dozen']",['Edmure']
"Could Tansy be some pet name he called Lysa, the way he called me Cat?",['Lysa'],['Lysa']
"She and her sister had been married on the same day, and left in their father’s care when their new husbands had ridden off to rejoin Robert’s rebellion.","['the same day', 'Robert']",['Robert']
"Afterward, when their moon blood did not come at the accustomed time, Lysa had gushed happily of the sons she was certain they carried.",['Lysa'],['Lysa']
"Oh, they’ll be the best of friends, like your Ned and Lord Robert.","['Ned', 'Robert']","['Ned', 'Robert']"
"But Lysa’s blood had come not long after, and all the joy had gone out of her.",['Lysa'],['Lysa']
"Catelyn had always thought that Lysa had simply been a little late, but if she had been with child . . .

","['Catelyn', 'Lysa']","['Catelyn', 'Lysa']"
"She remembered the first time she gave her sister Robb to hold; small, red-faced, and squalling, but strong even then, full of life.","['first', 'Robb']",['Robb']
No sooner had Catelyn placed the babe in her sister’s arms than Lysa’s face dissolved into tears.,"['Catelyn', 'Lysa']","['Catelyn', 'Lysa']"
"Hurriedly she had thrust the baby back at Catelyn and fled.

",['Catelyn'],['Catelyn']
"Lysa’s match with Lord Arryn had been hastily arranged, and Jon was an old man even then, older than their father.","['Lysa', 'Jon']","['Lysa', 'Jon']"
"Catelyn rose, threw on a robe, and descended the steps to the darkened solar to stand over her father.",['Catelyn'],['Catelyn']
"Lord Jon might wed Lysa to bind the Tullys to the cause of the rebellion, and in hopes of a son, but it would have been hard for him to love a woman who came to his bed soiled and unwilling.","['Jon', 'Tullys']",['Jon']
"He would have been kind, no doubt; dutiful, yes; but Lysa needed warmth.

",['Lysa'],['Lysa']
"The next day, as she broke her fast, Catelyn asked for quill and paper and began a letter to her sister in the Vale of Arryn.","['The next day', 'Catelyn']",['Catelyn']
"She told Lysa of Bran and Rickon, struggling with the words, but mostly she wrote of their father.","['Lysa of Bran', 'Rickon']",['Rickon']
"Even as she set the quill aside and asked for sealing wax, Catelyn sensed that the letter was like to be too little and too late.",['Catelyn'],['Catelyn']
"After she entrusted the parchment to the maester’s care, Catelyn went to the sept and lit a candle to the Father Above for her own father’s sake, a second to the Crone, who had let the first raven into the world when she peered through the door of death, and a third to the Mother, for Lysa and all the children they had both lost.

","['Catelyn', 'second', 'Crone', 'first', 'third', 'Lysa']","['Catelyn', 'Lysa']"
"Ser Robin, she thought at once, flinching.",['Robin'],['Robin']
Catelyn made her way up the winding stairs to the roof of the keep.,['Catelyn'],['Catelyn']
Catelyn watched them from her father’s balcony.,['Catelyn'],['Catelyn']
"Dried red mud spattered Edmure’s boots, greaves, and surcoat.",['Edmure'],['Edmure']
"“Edmure,” Catelyn said, worried, “you look unwell.",['Catelyn'],['Catelyn']
"Lord Tywin, Gregor Clegane, Addam Marbrand, I turned them away.","['Gregor Clegane', 'Addam Marbrand']",['The Mountain']
“Stannis?,['Stannis'],['Stannis']
"A Lannister victory was ill tidings, but Catelyn could not share her brother’s obvious dismay.",['Catelyn'],['Catelyn']
She still had nightmares about the shadow she had seen slide across Renly’s tent and the way the blood had come flowing out through the steel of his gorget.,['Renly'],['Renly']
"“Stannis was no more a friend than Lord Tywin.”

",['Stannis'],['Stannis']
Highgarden has declared for Joffrey.,"['Highgarden', 'Joffrey']",['Joffrey']
"“He was Robb’s captive, your king’s captive, and Robb charged me to keep him safe.”

",['Robb'],['Robb']
“Brienne will keep him safe.,['Brienne'],['Brienne']
"“That woman?”

“She will deliver Jaime to King’s Landing, and bring Arya and Sansa back to us safely.”

","['Jaime', 'Arya']","['Jaime', 'Arya']"
"He’ll be dead before your Brienne reaches King’s Landing, if she ever does.”

“Dead?”",['Brienne'],['Brienne']
"She had made Jaime swear a hundred oaths, but it was his brother’s promise she had pinned her hopes on.

","['Jaime', 'a hundred']",['Jaime']
"“Jaime was my charge, and I mean to have him back.",['Jaime'],['Jaime']
"I wrote that Jaime had escaped, and offered a thousand dragons for his recapture.”

",['Jaime'],['Jaime']
"Worse and worse, Catelyn thought in despair.",['Catelyn'],['Catelyn']
"“If this was an escape,” she said softly, “and not an exchange of hostages, why should the Lannisters give my daughters to Brienne?”

“It will never come to that.",['Brienne'],['Brienne']
Brienne might have gotten him to King’s Landing safely . . .,"['Brienne', 'King’s Landing']",['Brienne']
Catelyn could not go on.,['Catelyn'],['Catelyn']
"Arya took the lead, kicking her stolen horse to a brisk heedless trot until the trees closed in around her.",['Arya'],['Arya']
"From time to time Arya glanced over her shoulder, to make sure the two boys had not fallen too far behind, and to see if they were being pursued.

","['Arya', 'two']",['Arya']
"She had stolen three horses from the stables and a map and a dagger from Roose Bolton’s own solar, and killed a guard on the postern gate, slitting his throat when he knelt to pick up the worn iron coin that Jaqen H’ghar had given her.","['three', 'Roose Bolton’s', 'the postern gate', 'Jaqen']",['Jaqen']
"Roose Bolton would stay abed, his pasty flesh dotted with leeches, giving commands in his whispery soft voice.",['Roose Bolton'],['Roose']
"His man Walton might lead the hunt, the one they called Steelshanks for the greaves he always wore on his long legs.","['Walton', 'Steelshanks']",['Steelshanks']
"If they catch us, he’ll cut off our hands and feet, Arya thought, and then Roose Bolton will peel the skin off us.","['Arya', 'Roose Bolton']","['Arya', 'Roose']"
"When they crossed the first stream, Arya turned her horse aside and led them off the road, following the twisting course of the water for a quarter-mile before finally scrambling out and up a stony bank.","['first', 'Arya', 'a quarter-mile']",['Arya']
"The rain had washed the guard’s blood off her fingers, she wore a sword across her back, wolves were prowling through the dark like lean grey shadows, and Arya Stark was unafraid.",['Arya Stark'],['Arya']
"Fear cuts deeper than swords, she whispered under her breath, the words that Syrio Forel had taught her, and Jaqen’s words too, valar morghulis.

","['Syrio Forel', 'Jaqen', 'valar']","['Syrio', 'Jaqen']"
"They crossed another road, its deep ruts filled with runoff, but Arya shunned it.",['Arya'],['Arya']
"Gendry’s mare lost her footing in the mud once, going down hard on her hindquarters and spilling him from the saddle, but neither horse nor rider was hurt, and Gendry got that stubborn look on his face and mounted right up again.","['Gendry', 'Gendry']","['Gendry', 'Gendry']"
"“Back off,” Arya told Gendry.","['Arya', 'Gendry']","['Arya', 'Gendry']"
"Only then did she swing about to ride after Hot Pie, who was clinging desperately to the saddle as he crashed through the trees.

",['Hot Pie'],['Hot']
"She ended it with valar morghulis, touched Jaqen’s coin where it nestled under her belt, and then reached up and plucked an apple from among the dead men as she rode beneath them.",['Jaqen'],['Jaqen']
"Gendry asked her.

",['Gendry'],['Gendry']
"“North,” said Arya.

",['Arya'],['Arya']
"Gendry wanted to know.

",['Gendry'],['Gendry']
"Why?”

Because Riverrun is my grandfather’s castle, and my brother Robb will be there, she wanted to say.",['Robb'],['Robb']
"It made her feel bad to hide the truth from Hot Pie, but she did not trust him with her secret.",['Hot Pie'],['Hot']
"Gendry had his own secret, though even he didn’t seem to know what it was.

",['Gendry'],['Gendry']
"That day Arya quickened their pace, keeping the horses to a trot as long as she dared, and sometimes spurring to a gallop when she spied a flat stretch of field before them.",['Arya'],['Arya']
"Once, from the crest of a ridge, she spied dark shapes crossing a stream in the valley behind them, and for half a heartbeat she feared that Roose Bolton’s riders were on them, but when she looked again she realized they were only a pack of wolves.","['half', 'Roose Bolton']",['Roose']
"When the largest of the wolves lifted its head and howled back, the sound made Arya shiver.

",['Arya'],['Arya']
Arya looked at Gendry.,"['Arya', 'Gendry']","['Arya', 'Gendry']"
"“If he falls off, who do you think will find him first, the wolves or the Mummers?”

“The wolves,” said Gendry.","['first', 'Mummers', 'Gendry']",['Gendry']
"Gendry was having almost as bad a time of it as Hot Pie, though he was too stubborn to complain.",['Gendry'],['Gendry']
"He sat awkwardly in the saddle, a determined look on his face beneath his shaggy black hair, but Arya could tell he was no horseman.",['Arya'],['Arya']
"She had been riding as long as she could remember, ponies when she was little and later horses, but Gendry and Hot Pie were city-born, and in the city smallfolk walked.",['Gendry'],['Gendry']
"Yoren had given them mounts when he took them from King’s Landing, but sitting on a donkey and plodding up the kingsroad behind a wagon was one thing.","['Yoren', 'King’s Landing', 'one']",['Yoren']
"She would make much better time on her own, Arya knew, but she could not leave them.",['Arya'],['Arya']
"They were her pack, her friends, the only living friends that remained to her, and if not for her they would still be safe at Harrenhal, Gendry sweating at his forge and Hot Pie in the kitchens.","['Harrenhal', 'Gendry']",['Gendry']
"I won’t let them take us, she vowed silently, reaching back over her shoulder to touch the hilt of the sword that Gendry had stolen for her.",['Gendry'],['Gendry']
Arya chewed her lip.,['Arya'],['Arya']
"“Let’s have a look at that map again,” said Gendry.

",['Gendry'],['Gendry']
"Arya dismounted, took out the map, unrolled it.",['Arya'],['Arya']
"“But,” said Hot Pie, “that’s hardly any ways at all.",['Hot Pie'],['Hot']
Gendry was frowning as well.,['Gendry'],['Gendry']
"“We have to know which river this is,” declared Gendry, in his stubbornest voice.",['Gendry'],['Gendry']
“Can horses swim?” asked Hot Pie.,['Hot Pie'],['Hot']
"What if there are snakes?”

“Are you sure we’re going north?” asked Gendry.",['Gendry'],['Gendry']
"“We could be,” said Arya, “but I’m going to cross the river anyway.",['Arya'],['Arya']
"Arya and Gendry both said, at the exact same instant.","['Arya', 'Gendry']","['Arya', 'Gendry']"
Arya gave Gendry a sideways look.,['Gendry'],['Gendry']
"He said it with me, like Jon used to do, back in Winterfell.","['Jon', 'Winterfell']",['Jon']
"She missed Jon Snow the most of all her brothers.

",['Jon Snow'],['Jon']
"“But it’s almost dark, and you can’t even see the moon.”

“Get back on your horse.”

Plodding along at a slow walking pace as the light faded around them, Arya found her own exhaustion weighing heavy on her.",['Arya'],['Arya']
"Yet after a while the motion of her horse became as soothing as the rocking of a cradle, and Arya found her eyes growing heavy.",['Arya'],['Arya']
"When they did, she found that her horse had come to a stop and was nibbling at a tuft of grass, while Gendry was shaking her arm.",['Gendry'],['Gendry']
"You sleep.”

“What about Hot Pie?”

Gendry pointed.",['Gendry'],['Gendry']
"It was no good arguing, Arya realized; Gendry had the right of it.","['Arya', 'Gendry']","['Arya', 'Gendry']"
"The fever was still on him, and Tyrion had no notion of the hour.","['Tyrion', 'the hour']",['Tyrion']
"Here in Maegor’s Holdfast, every servant was in the queen’s pay, so any visitor might be another of Cersei’s catspaws, sent to finish the work Ser Mandon had begun.

","['Maegor', 'Cersei', 'Ser Mandon']",['Cersei']
"Tyrion’s fingers went to the great gash that ran from above one eye down to his jaw, across what remained of his nose.","['Tyrion', 'one']",['Tyrion']
"“With a fearful big razor, yes.”

Bronn’s coal-black hair was freshly washed and brushed straight back from the hard lines of his face, and he was dressed in high boots of soft, tooled leather, a wide belt studded with nuggets of silver, and a cloak of pale green silk.",['Bronn'],['Bronn']
"Perhaps he should not have said that aloud, but Tyrion was past caring.",['Tyrion'],['Tyrion']
"“What’s that ugly thing on your chest?”

Bronn grinned.",['Bronn'],['Bronn']
"“Who else was lost?”

“The Hound,” said Bronn.","['The Hound', 'Bronn']","['The Hound', 'Bronn']"
He waved Bronn toward a chair.,['Bronn'],['Bronn']
"“My nephew,” he said, “Joffrey.",['Joffrey'],['Joffrey']
“I warned Cersei what would happen.,['Cersei'],['Cersei']
"Like Jaime, he was the sort of man other men liked to follow.",['Jaime'],['Jaime']
"Timett led the Burned Men home, with all the plunder they took from Stannis’s camp after the fighting.","['Timett', 'Burned Men', 'Stannis']",['Stannis']
"Her precious son made it through the battle unscathed, so Cersei has no more need of a hostage.",['Cersei'],['Cersei']
"Tyrion shoved himself up higher, ignoring the sudden stab of pain through his shoulder.",['Tyrion'],['Tyrion']
"Tyrion had never touched her; she had been no more than a veil, to hide Shae.",['Shae'],['Shae']
"“I promised my sister I would treat Tommen as she treated Alayaya,” he remembered aloud.","['Tommen', 'Alayaya']",['Tommen']
"But if I don’t, Cersei wins.

",['Cersei'],['Cersei']
"“You don’t have Tommen,” Bronn said bluntly.","['Tommen', 'Bronn']","['Tommen', 'Bronn']"
He was fond of Tommen.,['Tommen'],['Tommen']
"“The Kettleblacks were supposed to be ours,” he reminded Bronn with more than a touch of irritation.

","['Kettleblacks', 'Bronn']",['Bronn']
"My hirelings betray me, my friends are scourged and shamed, and I lie here rotting, Tyrion thought.",['Tyrion'],['Tyrion']
"“Is it true that Stannis was put to rout by Renly’s ghost?”

Bronn smiled thinly.","['Stannis', 'Renly', 'Bronn']","['Stannis', 'Renly', 'Bronn']"
"Most of Stannis’s host had been Renly’s to start, and they went right back over at the sight of him in that shiny green armor.”

",['Stannis'],['Stannis']
"After all his planning, after the sortie and the bridge of ships, after getting his face slashed in two, Tyrion had been eclipsed by a dead man.","['two', 'Tyrion']",['Tyrion']
If indeed Renly is dead.,['Renly'],['Renly']
"“How did Stannis escape?”

“His Lyseni kept their galleys out in the bay, beyond your chain.","['Stannis', 'Lyseni']",['Stannis']
The thought of losing Bronn was the final straw.,['Bronn'],['Bronn']
"“You’re not the Hand,” Bronn reminded him sharply.",['Bronn'],['Bronn']
"“How good of him,” Tyrion said acidly.",['Tyrion'],['Tyrion']
"“Does that mean you’ve lost your taste for gold?”

“Not bloody likely.”

“Good,” said Tyrion, “because as it happens, I still have need of you.",['Tyrion'],['Tyrion']
"What do you know of Ser Mandon Moore?”

Bronn laughed.","['Ser Mandon Moore', 'Bronn']",['Bronn']
"What else do you need to know?”

“Everything,” said Tyrion, “for a start.”",['Tyrion'],['Tyrion']
"What he wanted was proof that Ser Mandon had been Cersei’s, but he dare not say so aloud.","['Ser Mandon', 'Cersei']",['Cersei']
"“Such a pretty sight,” mocked Bronn.

“What’s half a nose, on a face like mine?","['Bronn', 'half']",['Bronn']
"But speaking of pretty, is Margaery Tyrell in King’s Landing yet?”

“No.","['Margaery Tyrell', 'King']",['Margaery']
