sentence,entities,character_entities
"Varys had escorted him through the tunnels, but they never
spoke until they emerged beside the Blackwater, where Tyrion had
won a famous victory and lost a nose.",['Tyrion'],['Tyrion']
"“I killed Shae too,” he confessed to Varys.

        ",['Varys'],['Varys']
"Varys had saved him from a headsman’s sword,
but only because Jaime had compelled him.",['Jaime'],['Jaime']
"Another cask slammed into his, and Tyrion bit his tongue.

        ",['Tyrion'],['Tyrion']
Tyrion’s mouth was full of blood.,['Tyrion'],['Tyrion']
"When the fat man
laughed, his flesh bounced so vigorously that Tyrion was afraid he
might fall and crush him.",['Tyrion'],['Tyrion']
"And any friend of Varys the Spider is someone I will trust just
as far as I can throw him.
         ","['Varys', 'Spider']",['Varys']
"No
sooner did Tyrion lower himself into the hot water and close his eyes
than he was fast asleep.",['Tyrion'],['Tyrion']
"Awkwardly he climbed the window seat and flung the shutters
open to see where Varys and the gods had sent him.

        ",['Varys'],['Varys']
"When he heard the door opening behind him, Tyrion turned to
confront his fat host.",['Tyrion'],['Tyrion']
"The fat man stroked one of the prongs of his oiled yellow
beard, a gesture Tyrion found remarkably obscene.","['one', 'Tyrion']",['Tyrion']
"Should a day ever dawn when Illyrio Mopatis saw more
profit in a dead dwarf than a live one, Tyrion would find himself
packed into another wine cask by dusk.","['day', 'Illyrio Mopatis', 'Tyrion', 'dusk']",['Tyrion']
"That it would arrive he did not doubt; Cersei
was not like to forget him, and even Jaime might be vexed to find a
quarrel in Father’s belly.

          ","['Cersei', 'Jaime']","['Cersei', 'Jaime']"
"The fabrics were rich enough, if a little musty, but the cut
was too long in the legs and too short in the arms, with a collar that
would have turned his face as black as Joffrey’s had he somehow
contrived to get it fastened.",['Joffrey'],['Joffrey']
"None will dare refuse you,
Illyrio claimed, but somehow Tyrion did not think he meant these two.
","['Illyrio', 'Tyrion', 'two']",['Tyrion']
"Tyrion left the fat women to their loaves and kettles and went
in search of the cellar where Illyrio had decanted him the night before.
","['Tyrion', 'Illyrio', 'the night before']",['Tyrion']
"In the end, Tyrion chose a
cask of strongwine marked as the private stock of Lord Runceford
Redwyne, the grandfather of the present Lord of the Arbor.","['Tyrion', 'Redwyne']",['Tyrion']
"Yes, and
Jaime must have the spike beside her, he decided.",['Jaime'],['Jaime']
"I could make rather a lot of mischief
in Dorne with Myrcella.","['Dorne', 'Myrcella']",['Myrcella']
"I cannot seem to hold a wife for very long,
Tyrion reflected.",['Tyrion'],['Tyrion']
"She is not Shae, the dwarf
told himself, only some little fool who thinks I play at riddles.",['Shae'],['Shae']
"That he had fucked many a woman
who loathed the very sight of him, Tyrion Lannister had no doubt, but
the others had at least the grace to feign affection.",['Tyrion Lannister'],['Tyrion']
"Even
Lord Tywin had not been afraid, though Tyrion had held a crossbow
in his hands.",['Tyrion'],['Tyrion']
"I could live for years on his rings, Tyrion
mused, though I’d need a cleaver to claim them.

        ","['years', 'Tyrion']",['Tyrion']
"The sight
of it all made Tyrion feel queasy, but he forced himself to try a spoon
of soup for the sake of politeness, and once he had tasted it he was
lost.",['Tyrion'],['Tyrion']
"He
placed it in front of Tyrion, and Illyrio leaned across the table to
remove the lid.","['Tyrion', 'Illyrio']",['Tyrion']
"Tyrion had a fat black mushroom halfway to his mouth, but
something in Illyrio’s voice made him stop abruptly.","['Tyrion', 'Illyrio']",['Tyrion']
"Oiled every morning to make it gleam like gold, Tyrion
suspected.","['every morning', 'Tyrion']",['Tyrion']
"The lords of the Seven Kingdoms did make rather much of
their sigils, Tyrion had to admit.","['Seven', 'Tyrion']",['Tyrion']
"Yet I am still my father’s son, and Jaime and
Cersei are mine to kill.”

          ",['Jaime'],['Jaime']
It was no more than Tyrion had expected.,['Tyrion'],['Tyrion']
"The
cheesemonger laughed so hard that Tyrion feared he was about to
rupture.",['Tyrion'],['Tyrion']
"“Stannis might well grant me Casterly Rock,” said Tyrion,
“but for the small matter of regicide and kinslaying.","['Stannis', 'Casterly Rock', 'Tyrion']","['Stannis', 'Tyrion']"
"But
why would you think I mean to join Lord Stannis?”

        “Why else would you go the Wall?”

        “Stannis is at the Wall?”",['Stannis'],['Stannis']
"“What in
seven bloody hells is Stannis doing at the Wall?”

       “Shivering, I would think.","['seven', 'Stannis']",['Stannis']
"“My niece Myrcella is in Dorne, as it happens.","['Myrcella', 'Dorne']",['Myrcella']
"“What has this poor child done
to you that you would wish her dead?”

        “Even a kinslayer is not required to slay all his kin,” said
Tyrion, wounded.",['Tyrion'],['Tyrion']
"Dorne might rise for
Myrcella, but Dorne alone is not enough.","['Myrcella', 'Dorne']",['Myrcella']
"When
men are starving and sick of fear, they look for a savior.”

        “They may look, but if all they find is Stannis—”

        “Not Stannis.",['Stannis'],['Stannis']
"Stronger than Tommen, gentler than Stannis, with a better
claim than the girl Myrcella.","['Tommen', 'Stannis', 'Myrcella']","['Tommen', 'Stannis', 'Myrcella']"
"Daenerys Targaryen awaited him upon the
ebon bench that she had made her throne.",['Daenerys Targaryen'],['Daenerys']
"She
had been dreaming of a house with a red door when Missandei woke
her.",['Missandei'],['Missandei']
"“Khaleesi,” whispered Irri, “you must not touch the dead man.
","['Khaleesi', 'Irri']",['Irri']
"Jhiqui was bigger-boned
than Irri, with wide hips and heavy breasts.","['Jhiqui', 'Irri']",['Irri']
"“It is known,” Irri agreed.

         ",['Irri'],['Irri']
"Grey Worm appeared atop the steps first, a torch in hand.","['Grey Worm', 'first']",['Grey']
"Ser
Barristan pulled back the bloodstained shroud.",['Barristan'],['Barristan']
"Grey Worm lowered
the torch, so she might see.
        ",['Grey Worm'],['Grey']
"“Your Grace,” Ser Barristan said, “there was a harpy drawn
on the bricks in the alley where he was found …”

         “… drawn in blood.”",['Barristan'],['Barristan']
"“Grey Worm, why was this man alone?",['Grey Worm'],['Grey']
"Even so … “What could a eunuch hope to find in a brothel?”
        “Even those who lack a man’s parts may still have a man’s
heart, Your Grace,” said Grey Worm.",['Grey Worm'],['Grey']
"Many.”

       “Six or more,” said Ser Barristan.","['Six', 'Barristan']",['Barristan']
"“Why did they cut open his cheeks like that?”

        “Gracious queen,” said Grey Worm, “his killers had forced
the genitals of a goat down the throat of your servant Stalwart Shield.
","['Grey Worm', 'Stalwart Shield']",['Grey']
"“The first,” Ser Barristan warned, “but not the last.”

         ","['first', 'Barristan']",['Barristan']
"“It shall be as Your Grace commands,” said Grey Worm.

         ",['Grey Worm'],['Grey']
"“Find these cowards for me.
Find them, so that I might teach the Harpy’s Sons what it means to
wake the dragon.”

         Grey Worm saluted her.",['Grey Worm'],['Grey']
Ser Barristan Selmy remained behind.,['Barristan Selmy'],['Barristan']
"The most crucial task of all she had entrusted to Daario
Naharis, glib-tongued Daario with his gold tooth and trident beard,
smiling his wicked smile through purple whiskers.","['Daario', 'Naharis', 'Daario']","['Daario', 'Daario']"
"If Daario could convince the Lhazarene to reopen the
overland trade routes, grains could be brought down the river or over
the hills at need … but the Lamb Men had no reason to love Meereen.
","['Daario', 'Lhazarene', 'Meereen']",['Daario']
"She had read that in one of the books Ser Jorah had given her as
a wedding gift.",['Jorah'],['Jorah']
"Rhaegal had snapped at Irri, and Viserion had set Reznak’s tokar
ablaze the last time the seneschal had called.","['Irri', 'Viserion', 'Reznak']",['Irri']
"Only then
did Dany go back inside the pyramid, where Irri and Jhiqui were
waiting to brush the tangles from her hair and garb her as befit the
Queen of Meereen, in a Ghiscari tokar.

         ","['Irri', 'Jhiqui', 'Ghiscari']",['Irri']
"Irri fetched her
crown, wrought in the shape of the three-headed dragon of her House.
","['Irri', 'three', 'House']",['Irri']
"Aegon would have been closer to
my age than Viserys.","['Aegon', 'Viserys']",['Viserys']
"Her brother Viserys
had died screaming in Vaes Dothrak with a crown of molten gold
upon his head.","['Viserys', 'Vaes Dothrak']",['Viserys']
"“I am ready,” she told Irri.

        ",['Irri'],['Irri']
"Mirri Maz Duur had been the
first, Ser Jorah the second.","['Mirri Maz Duur', 'first', 'Ser Jorah', 'second']",['Mirri']
"Or will it be someone I would never suspect, Ser
Barristan or Grey Worm or Missandei?

         ","['Barristan', 'Grey Worm', 'Missandei']","['Barristan', 'Grey', 'Missandei']"
"Clutching her tokar, Daenerys swept past them down the broad marble
stair.",['Daenerys'],['Daenerys']
Missandei announced her.,['Missandei'],['Missandei']
Irri slid the slippers onto Dany’s feet.,"['Irri', 'Dany’s']",['Irri']
"“Magnificence,” prompted Reznak mo Reznak, “will you hear
the noble Hizdahr zo Loraq?”

        Again?","['Reznak mo Reznak', 'Hizdahr', 'Loraq']",['Hizdahr']
"Dany nodded, and Hizdahr strode forth; a tall man,
very slender, with flawless amber skin.",['Hizdahr'],['Hizdahr']
"Hizdahr was a wealthy merchant with
many friends in Meereen, and more across the seas.","['Hizdahr', 'Meereen']",['Hizdahr']
"Hizdahr zo Loraq had grabbed them up with both hands,
and now owned most of the fighting pits in Meereen.

         ","['Hizdahr', 'Loraq', 'Meereen']",['Hizdahr']
"Have you brought new arguments?”

        “Old arguments,” Hizdahr admitted, “new words.",['Hizdahr'],['Hizdahr']
"I am only a young girl and know little
of such matters, but I dwelt with Xaro Xhoan Daxos long enough to
learn that much.
        ",['Xaro Xhoan Daxos'],['Xaro']
"Hizdahr, if you could marshal armies as you marshal
arguments, you could conquer the world … but my answer is still no.
",['Hizdahr'],['Hizdahr']
"A very limber man was Hizdahr zo Loraq.

         ","['Hizdahr', 'Loraq']",['Hizdahr']
"Hizdahr zo Loraq might be
worth a careful look.","['Hizdahr', 'Loraq']",['Hizdahr']
"Hizdahr at least knew how to smile.

       ",['Hizdahr'],['Hizdahr']
"“All kneel for Daenerys Stormborn, the Unburnt, Queen of
Meereen, Queen of the Andals and the Rhoynar and the First Men,
Khaleesi of Great Grass Sea, Breaker of Shackles, and Mother of
Dragons,” cried Missandei in her high, sweet voice.

        ","['Daenerys Stormborn', 'Meereen, Queen of the Andals', 'Rhoynar', 'Khaleesi of Great Grass Sea', 'Shackles', 'Dragons', 'Missandei']",['Missandei']
"Dany glimpsed Ser Barristan sliding closer, a white shadow at
her side.",['Barristan'],['Barristan']
"See my factors on the
morrow, and you shall be paid for your sheep.”

       “Reznak,” Ser Barristan said quietly, “hold your tongue and
open your eyes.",['Barristan'],['Barristan']
"“Corn, corn.”

         “Roast raven,” Jon suggested.",['Jon'],['Jon']
Breakfast could wait; Stannis could not.,['Stannis'],['Stannis']
"A thousand wildlings had been penned up beyond the
Wall, the captives Stannis Baratheon had taken when his knights had
smashed Mance Rayder’s patchwork host.","['Stannis Baratheon', 'Mance Rayder’s']",['Stannis']
Jon asked.,['Jon'],['Jon']
"Stannis Baratheon had smashed
Mance Rayder’s host and made the King-Beyond-the-Wall his captive
… but the wildlings were still out there, the Weeper and Tormund
Giantsbane and thousands more.

        ","['Stannis Baratheon', 'Mance Rayder’s', 'the King-Beyond-the-Wall', 'Weeper', 'Tormund', 'thousands']","['Stannis', 'Tormund']"
"Burning dead children had ceased to trouble Jon Snow; live
ones were another matter.",['Jon Snow'],['Jon']
"The words had been
murmured by one of the queen’s men as Maester Aemon had cleaned
his wounds.","['one', 'Maester Aemon']",['Aemon']
Jon had tried to dismiss them as his fever talking.,['Jon'],['Jon']
"“There is power in a king’s blood,” the old maester had
warned, “and better men than Stannis have done worse things than
this.”",['Stannis'],['Stannis']
"Jon pissed in darkness, filling his chamber pot as the Old
Bear’s raven muttered complaints.",['Jon'],['Jon']
"Bran and Rickon had been murdered too, beheaded at the
behest of Theon Greyjoy, who had once been their lord father’s ward
… but if dreams did not lie, their direwolves had escaped.","['Rickon', 'Theon Greyjoy']","['Rickon', 'Theon']"
"At
Queenscrown, one had come out of the darkness to save Jon’s life.
","['Queenscrown', 'Jon']",['Jon']
"When Jon folded back
the window with its thick diamond-shaped panes of yellow glass, the
chill of the morning hit him in the face.","['Jon', 'morning']",['Jon']
"With Stannis in the King’s Tower and the Lord
Commander’s Tower burned to a shell, Jon had established himself in
Donal Noye’s modest rooms behind the armory.","['Stannis', 'the King’s Tower', '’s Tower', 'Jon', 'Donal Noye’s']","['Stannis', 'Jon']"
"Jon moved the cup aside and read the parchment
once again.",['Jon'],['Jon']
"This would not be a pleasant
morning, Jon feared.

          ",['Jon'],['Jon']
"Jon’s cloak hung on a peg by the door, his sword belt on
another.",['Jon'],['Jon']
"Jon hated
having guards trailing after him everywhere he went.",['Jon'],['Jon']
"“Well fought,” Jon said to Horse, “but you drop your shield
too low when pressing an attack.",['Jon'],['Jon']
"A few of Stannis’s knights were sparring on the far side of the
yard.",['Stannis'],['Stannis']
"King’s men in one corner and queen’s men in another, Jon did
not fail to note, but only a few.","['King’s', 'one', 'Jon']",['Jon']
"Boy was not the worst of the things that Jon Snow had been
called since being chosen lord commander.",['Jon Snow'],['Jon']
"Jon had seen this one about the castle—a knight of great
renown, to hear him tell it.",['Jon'],['Jon']
"Jon remembered Ygritte, crying.","['Jon', 'Ygritte']","['Jon', 'Ygritte']"
"Jon showed them his back.

          ",['Jon'],['Jon']
"My command, Jon Snow reflected ruefully, as much a ruin
as it is a strong-hold.",['Jon Snow'],['Jon']
"Above the King’s Tower the great golden battle standard of
House Baratheon cracked like a whip from the roof where Jon Snow
had prowled with bow in hand not long ago, slaying Thenns and free
folk beside Satin and Deaf Dick Follard.","['House Baratheon', 'Jon Snow', 'Thenns', 'Satin', 'Dick Follard']",['Jon']
"“Those cloth gloves will never
serve,” Jon told them.",['Jon'],['Jon']
"“See Bowen Marsh on the morrow, and he’ll
give you each a pair of leather gloves lined with fur.”

        “We will, m’lord, and thank you,” said the older guard.

        ","['Bowen Marsh', 'morrow', 'm’lord']",['Bowen']
"What did I know?”

        Nothing, thought Jon Snow, the same as me.

       ",['Jon Snow'],['Jon']
"Halfway up the winding steps, he came upon Samwell Tarly,
headed down.",['Samwell Tarly'],['Samwell']
"Jon asked him.

        ",['Jon'],['Jon']
"Some lords trusted their maesters to read their letters
and convey the contents, but Stannis insisted on breaking the seals
himself.",['Stannis'],['Stannis']
"“How did Stannis take it?”

       “Not happily, by his face.”",['Stannis'],['Stannis']
"Ygritte had been kissed by fire; the red priestess was fire, and
her hair was blood and flame.",['Ygritte'],['Ygritte']
"Stannis stood behind the rough-hewn
table where the Old Bear had once been wont to sit and take his meals.
","['Stannis', 'the Old Bear']",['Stannis']
Jon took a knee.,['Jon'],['Jon']
"Tell me, who is Lyanna Mormont?”

       “One of Lady Maege’s daughters, Sire.","['Lyanna Mormont', 'One', 'Lady Maege']",['Lyanna']
"How old is this wretched girl child?”

        Jon had to think a moment.",['Jon'],['Jon']
"Might I know how she has offended Your Grace?”

         Stannis read from the letter.",['Stannis'],['Stannis']
"Maege Mormont had ridden south
with Robb, Jon knew.","['Robb', 'Jon']","['Robb', 'Jon']"
"He did not understand why
Lyanna should be writing Stannis, and could not help but wonder if
the girl’s answer might have been different if the letter had been
sealed with a direwolf instead of a crowned stag, and signed by Jon
Stark, Lord of Winterfell.","['Lyanna', 'Stannis', 'Jon\nStark']","['Lyanna', 'Stannis']"
"Is Arnolf Karstark the only man of
honor in the north?”

        Arnolf Karstark was the late Lord Rickard’s uncle.","['Arnolf Karstark', 'Arnolf Karstark', 'Rickard']",['Rickard']
"He had
been made the castellan of Karhold when his nephew and his sons
went south with Robb, and he had been the first to respond to King
Stannis’s call for homage, with a raven declaring his allegiance.","['Karhold', 'Robb', 'first', 'King\nStannis’s']",['Robb']
"The
Karstarks have no other choice, Jon might have said.","['Karstarks', 'Jon']",['Jon']
"“Tell me, Lord Snow … where were
these other kings when the wild people stormed your Wall?”

        “A thousand leagues away and deaf to our need,” Jon replied.
","['thousand', 'Jon']",['Jon']
"Stannis crushed Lyanna’s letter in his
fist.

        ","['Stannis', 'Lyanna']","['Stannis', 'Lyanna']"
Stannis snorted.,['Stannis'],['Stannis']
"Stannis had commanded Jon not to speak of
that one either.

       ","['Stannis', 'Jon', 'one']","['Stannis', 'Jon']"
"The only man who can bind them to your cause is Mance Rayder.”

        ",['Mance Rayder'],['Mance']
"“I know that,” Stannis said, unhappily.",['Stannis'],['Stannis']
"You could make good
use of Mance.”

        ",['Mance'],['Mance']
"You know nothing, Jon Snow,
Ygritte used to say, but he had learned.","['Jon Snow', 'Ygritte']","['Jon', 'Ygritte']"
"You do not become King-Beyond-the-Wall
because your father was.”

       “Good,” said Stannis, “for I will suffer no other kings in
Westeros.","['King-Beyond-the-Wall', 'Stannis', 'Westeros']",['Stannis']
"Jon closed his burned
fingers and opened them again.",['Jon'],['Jon']
A son of Eddard Stark.,['Eddard Stark'],['Ned']
"Stannis Baratheon with a grievance was
like a mastiff with a bone; he gnawed it down to splinters.

        ",['Stannis Baratheon'],['Stannis']
"“Sire, some claim that
you mean to grant lands and castles to Rattleshirt and the Magnar of
Thenn.”

        ","['Rattleshirt', 'Thenn']",['Thenn']
"“If you must know, I had
the tale from Gilly.”

        ",['Gilly'],['Gilly']
"“Who is Gilly?”

       “The wet nurse,” said Lady Melisandre.","['Gilly', 'Lady Melisandre']",['Gilly']
"“I am
sending Gilly south on the next ship out of Eastwatch.”
          ","['Gilly', 'Eastwatch']",['Gilly']
Melisandre touched the ruby at her neck.,['Melisandre'],['Melisandre']
"Gilly’s
son is larger and more robust.",['Gilly'],['Gilly']
"“I thought the wet nurse was this man
Craster’s daughter?”

       “Wife and daughter both, Your Grace.",['Craster'],['Craster']
"Gilly’s boy was the fruit of their union.”

       ",['Gilly'],['Gilly']
"Stannis sounded
shocked.",['Stannis'],['Stannis']
Stannis drummed his fingers on the map.,['Stannis'],['Stannis']
"“If we may return to the
matter of these forts …”

        “Your Grace,” said Jon, with chilly courtesy, “I have housed
your men and fed them, at dire cost to our winter stores.","['Jon', 'fed', 'winter']",['Jon']
Stannis was not appeased.,['Stannis'],['Stannis']
Jon ignored that.,['Jon'],['Jon']
"“The Night’s Watch built those castles …”

        “And the Night’s Watch abandoned them.”

        “… to defend the Wall,” Jon finished stubbornly, “not as seats
for southron lords.","['The Night’s Watch', 'Jon']",['Jon']
"Stannis touched
his sword hilt.",['Stannis'],['Stannis']
"Stannis drew the blade he
called Lightbringer.","['Stannis', 'Lightbringer']",['Stannis']
"Stannis stared at him incredulously, then gave a bark of
laughter.",['Stannis'],['Stannis']
"There
were mornings when Jon Snow did not quite believe it himself, when
he woke up thinking surely this was some mad dream.",['Jon Snow'],['Jon']
"“Alliser Thorne complains about the manner of your
choosing, and I cannot say he does not have a grievance.”",['Alliser Thorne'],['Alliser']
"Just but harsh had been Lord Eddard’s exact words, but
Jon did not think it would be wise to share that.

       ",['Jon'],['Jon']
"Stannis pointed
at him.",['Stannis'],['Stannis']
"Stannis waved them both away.
",['Stannis'],['Stannis']
"“Wind’s rising, m’lady,” the serjeant warned
Melisandre as he handed Jon back his weapons.","['m’lady', 'Melisandre', 'Jon']","['Melisandre', 'Jon']"
"As they stepped out into the yard, the wind filled Jon’s cloak
and sent it flapping against her.",['Jon'],['Jon']
"I can speak to
kings long dead and children not yet born, and watch the years and
seasons flicker past, until the end of days.”

        “Are your fires never wrong?”

        “Never … though we priests are mortal and sometimes err,
mistaking this must come for this may come.”
         Jon could feel her heat, even through his wool and boiled
leather.","['the years', 'the end of days', 'Jon']",['Jon']
"“R’hllor sends us what visions he will, but I shall seek for this
man Tormund in the flames.”",['Tormund'],['Tormund']
"“I have seen you in my fires, Jon Snow.”

        ",['Jon Snow'],['Jon']
Jon did not deny it.,['Jon'],['Jon']
"I have dreamed of your Wall, Jon Snow.
",['Jon Snow'],['Jon']
"Do not refuse my friendship, Jon.",['Jon'],['Jon']
"The ruby at Melisandre’s throat
gleamed red.",['Melisandre'],['Melisandre']
"“Then you know nothing, Jon Snow,” she whispered.


        ",['Jon Snow'],['Jon']
"the boy would wonder, as Hodor
clambered up a stony slope, or descended into some dark crevice
where drifts of dirty snow cracked beneath his feet.",['Hodor'],['Hodor']
"Swaying in his wicker basket on Hodor’s back, the boy
hunched down, ducking his head as the big stableboy passed beneath
the limb of an oak.",['Hodor'],['Hodor']
"Even
Hodor felt it.",['Hodor'],['Hodor']
"Behind the ranger, Meera Reed wrapped her arms around her
brother, to shelter him from the wind and cold with the warmth of her
own body.",['Meera Reed'],['Meera']
"A crust of frozen snot had formed below Jojen’s nose, and
from time to time he shivered violently.",['Jojen'],['Jojen']
"Other times, when he was tired of being a wolf, Bran slipped
into Hodor’s skin instead.",['Hodor'],['Hodor']
"Even so, he
never felt comfortable inside Hodor’s skin.",['Hodor'],['Hodor']
"The big stableboy never
understood what was happening, and Bran could taste the fear at the
back of his mouth.",['Bran'],['Bran']
"Just the smell was enough to make the slaver
run from between his jaws, and when it did Bran’s mouth would water
at the thought of rich, dark meat.

         ",['Bran'],['Bran']
"From a nearby oak a raven quorked, and Bran heard the sound
of wings as another of the big black birds flapped down to land beside
it.",['Bran'],['Bran']
"Meera wanted to know.

       ",['Meera'],['Meera']
"Bran thought that Meera meant to argue until her brother said,
“Do as he says.",['Meera'],['Meera']
"Jojen’s eyes were a dark green,
the color of moss, but heavy with a weariness that Bran had never
seen in them before.","['Jojen', 'Bran']","['Jojen', 'Bran']"
"Even so, Meera
always listened to him.

         ",['Meera'],['Meera']
"Whenever they took shelter for the night, while he and Hodor
and the Reeds huddled together for warmth, the ranger kept apart.
","['the night', 'Hodor', 'Reeds']",['Hodor']
"“The scarf
over his mouth, it never gets all hard with ice, like Hodor’s beard.",['Hodor'],['Hodor']
"A puff of white heralded each of Hodor’s hodors.
",['Hodor'],['Hodor']
"When Jojen or his sister spoke, their words could be seen too.",['Jojen'],['Jojen']
"How long can we go on?”

        Jojen coughed.",['Jojen'],['Jojen']
"The water was frozen, and the snow had been falling for so
long that Bran had lost count of the days, turning the lake into a vast
white wilderness.","['Bran', 'the days']",['Bran']
"The elk went where he would, regardless of the wishes of
Meera and Jojen on his back.","['Meera', 'Jojen']","['Meera', 'Jojen']"
"Jojen’s lips were blue, Meera’s cheeks
dark red.","['Jojen', 'Meera']","['Jojen', 'Meera']"
"Hodor’s beard was solid
ice.",['Hodor'],['Hodor']
"Snow caked his legs almost to the knee, and Bran had felt him
stagger more than once.",['Bran'],['Bran']
"No one was as strong as Hodor, no one.",['Hodor'],['Hodor']
"He did not wait to hear what Meera might say, but
closed his eyes and let himself flow from his broken body.

         ",['Meera'],['Meera']
"Where before there had been silence, now he heard: wind
in the trees, Hodor’s breathing, the elk pawing at the ground in search
of fodder.",['Hodor'],['Hodor']
"When he
trotted toward the scent, Hodor lumbered after him at once.",['Hodor'],['Hodor']
"Buried under
drifts of snow, the round stone houses could just as easily have been
boulders or hillocks or fallen logs, like the deadfall that Jojen had
mistaken for a building the day before, until they dug down into it and
found only broken branches and rotting logs.

        ","['Jojen', 'the day before']",['Jojen']
"“Hodor,” said Hodor.

        ",['Hodor'],['Hodor']
Meera slid down from the elk’s back.,['Meera'],['Meera']
"Once Bran and Jojen and Hodor
were safely settled, Meera fetched back some chunks of broken ice for
them to suck on.","['Once Bran', 'Jojen', 'Hodor', 'Meera']","['Jojen', 'Hodor', 'Meera']"
"“Jojen, you have to eat,” Meera told him.",['Jojen'],['Jojen']
Jojen smiled a wan smile.,['Jojen'],['Jojen']
"The woods were full of
frozen streams and cold black lakes, and Meera was as good a fisher
with her three-pronged frog spear as most men were with hook and
line.","['Meera', 'three']",['Meera']
"It had been three
days since Meera caught a fish, however.","['three\ndays', 'Meera']",['Meera']
"After they choked down their meagre supper, Meera sat with
her back against a wall, sharpening her dagger on a whetstone.",['Meera'],['Meera']
"Lady’s dead
and maybe Grey Wind too, but somewhere there’s still Shaggydog and
Nymeria and Ghost.","['Lady', 'Grey Wind', 'Shaggydog', 'Nymeria']","['Lady', 'Nymeria']"
"Meera Reed was turning a chunk of raw
red flesh above the flames, letting it char and spit.",['Meera Reed'],['Meera']
"Behind her, Hodor was tearing eagerly at a chunk of hot
charred flesh as blood and grease ran down into his beard.",['Hodor'],['Hodor']
"Jojen Reed nipped at his own joint with small bites, chewing each
chunk of meat a dozen times before swallowing.

         ","['Jojen Reed', 'a dozen']",['Jojen']
"Wildlings?”

        Meera turned the meat to cook the other side.",['Meera'],['Meera']
"Only
Jojen seemed aware of what was happening as Coldhands turned his
head to stare at Bran.","['Coldhands', 'Bran']",['Bran']
"Meera’s gloved hand tightened around the shaft of her frog
spear.",['Meera'],['Meera']
Meera asked her brother.,['Meera'],['Meera']
"What do we do now?”

         “We go with the ranger,” said Jojen.",['Jojen'],['Jojen']
"“We have come too far
to turn back now, Meera.",['Meera'],['Meera']
"We go with Bran’s monster, or we die.”


        ",['Bran'],['Bran']
"They departed Pentos by the Sunrise Gate, though Tyrion
Lannister never glimpsed the sunrise.","['the Sunrise Gate', 'Tyrion']",['Tyrion']
Silk pillows stuffed with goose down cushioned his cheeks.,['Silk'],['Silk']
"“Tell me,” Tyrion said as he drank, “why should a magister of
Pentos give three figs who wears the crown in Westeros?","['Tyrion', 'three', 'Westeros']",['Tyrion']
"“That did not stop you selling her to Khal Drogo …”

        “Dothraki neither buy nor sell.","['Khal Drogo', 'Dothraki']",['Khal']
"Had I not taken the
precaution of posting guards upon her door, Viserys might have
undone years of planning.”

        ",['Viserys'],['Viserys']
"“Are you quite certain that Daenerys will
make good her brother’s promises?”

        “She will, or she will not.”",['Daenerys'],['Daenerys']
"Believe
as you wish, but even fat old fools like me have friends, and debts of
affection to repay.”

        Liar, thought Tyrion.","['Liar', 'Tyrion']",['Tyrion']
